State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge
FL,129,415,355-4992,yes,no,0,267.3999938964844,78,45.459999084472656,204.1999969482422,85,17.360000610351562,111.69999694824219,146,5.03000020980835,5.900000095367432,4,1.590000033378601
WI,62,415,383-6373,no,no,0,281,66,47.77000045776367,160.60000610351562,108,13.649999618530273,77.9000015258789,74,3.509999990463257,0,0,0
ID,122,510,382-7993,no,yes,33,270.79998779296875,96,46.040000915527344,220.39999389648438,110,18.729999542236328,169.89999389648438,104,7.650000095367432,11.800000190734863,8,3.190000057220459
WY,32,408,422-5865,no,no,0,171.1999969482422,82,29.100000381469727,185.60000610351562,102,15.779999732971191,203.3000030517578,64,9.149999618530273,10.199999809265137,7,2.75
GA,86,510,410-9961,no,no,0,124.0999984741211,82,21.100000381469727,202.60000610351562,120,17.219999313354492,289.6000061035156,119,13.029999732971191,6.699999809265137,8,1.809999942779541
WY,42,408,357-7060,no,no,0,146.3000030517578,84,24.8700008392334,255.89999389648438,113,21.75,45,117,2.0299999713897705,8,12,2.1600000858306885
ME,66,408,378-4145,no,yes,26,254.89999389648438,108,43.33000183105469,243.1999969482422,135,20.670000076293945,190.8000030517578,95,8.59000015258789,5.400000095367432,3,1.4600000381469727
DC,103,510,386-2317,no,yes,31,107.69999694824219,124,18.309999465942383,188.89999389648438,104,16.059999465942383,196.1999969482422,98,8.829999923706055,8.899999618530273,3,2.4000000953674316
IA,128,408,335-8146,no,no,0,158.8000030517578,75,27,264.79998779296875,91,22.510000228881836,270,77,12.149999618530273,7.599999904632568,7,2.049999952316284
CO,104,415,377-2235,no,no,0,182.89999389648438,113,31.09000015258789,239.60000610351562,85,20.3700008392334,229.8000030517578,104,10.34000015258789,5.5,4,1.4900000095367432
MN,103,415,386-9141,no,no,0,198.5,112,33.75,42.5,90,3.609999895095825,179.1999969482422,124,8.0600004196167,12.399999618530273,5,3.3499999046325684
AZ,87,510,327-3053,no,no,0,110.9000015258789,91,18.850000381469727,158.5,115,13.470000267028809,207.5,131,9.34000015258789,6.199999809265137,5,1.6699999570846558
MO,167,415,397-8772,yes,no,0,244.8000030517578,91,41.619998931884766,60.79999923706055,105,5.170000076293945,176.6999969482422,110,7.949999809265137,10.699999809265137,3,2.890000104904175
ME,97,510,346-7656,no,no,0,120.80000305175781,96,20.540000915527344,169.8000030517578,101,14.430000305175781,194.10000610351562,63,8.729999542236328,11.899999618530273,3,3.2100000381469727
DC,108,408,399-8615,no,yes,35,215.89999389648438,106,36.70000076293945,200.60000610351562,107,17.049999237060547,195.39999389648438,107,8.789999961853027,15.5,7,4.190000057220459
HI,149,510,393-8736,no,no,0,166.60000610351562,61,28.31999969482422,218.8000030517578,107,18.600000381469727,208.3000030517578,131,9.369999885559082,8.199999809265137,6,2.2100000381469727
MD,61,415,370-2688,no,no,0,260,123,44.20000076293945,210.5,127,17.889999389648438,234.6999969482422,70,10.5600004196167,9,3,2.430000066757202
WV,161,415,418-9036,no,no,0,191.89999389648438,113,32.619998931884766,70.9000015258789,87,6.03000020980835,204.8000030517578,107,9.220000267028809,13.399999618530273,4,3.619999885559082
VT,73,408,417-2035,no,no,0,213,95,36.209999084472656,188.8000030517578,104,16.049999237060547,136.1999969482422,89,6.130000114440918,13.5,3,3.6500000953674316
NJ,42,415,406-1247,no,yes,32,163.8000030517578,80,27.850000381469727,177.8000030517578,123,15.109999656677246,190.39999389648438,106,8.569999694824219,8.100000381469727,5,2.190000057220459
AR,118,415,402-3892,no,no,0,267.79998779296875,145,45.529998779296875,316.3999938964844,121,26.889999389648438,208.60000610351562,91,9.390000343322754,14.399999618530273,11,3.890000104904175
GA,50,408,377-1218,no,yes,24,214.3000030517578,129,36.43000030517578,289.79998779296875,55,24.6299991607666,312.5,130,14.0600004196167,10.600000381469727,4,2.859999895095825
MO,179,510,355-2464,no,no,0,287.29998779296875,123,48.84000015258789,288,114,24.479999542236328,266,112,11.970000267028809,10.5,4,2.8399999141693115
MO,152,408,404-4611,no,no,0,101.19999694824219,122,17.200000762939453,141.60000610351562,87,12.039999961853027,198.5,124,8.930000305175781,7.5,3,2.0299999713897705
WY,105,415,373-2339,no,no,0,102.80000305175781,74,17.479999542236328,281.70001220703125,125,23.940000534057617,228.10000610351562,113,10.260000228881836,13.199999809265137,5,3.559999942779541
HI,72,415,410-3503,no,no,0,109.0999984741211,97,18.549999237060547,115.69999694824219,96,9.829999923706055,295.79998779296875,84,13.3100004196167,8.300000190734863,6,2.240000009536743
PA,52,408,410-4739,no,no,0,215.89999389648438,67,36.70000076293945,217,108,18.450000762939453,342.79998779296875,130,15.430000305175781,5.199999809265137,2,1.399999976158142
TX,125,415,365-3562,no,no,0,203.39999389648438,110,34.58000183105469,128.6999969482422,97,10.9399995803833,190.5,113,8.569999694824219,11,4,2.9700000286102295
VA,143,510,387-7641,no,no,0,110.0999984741211,113,18.719999313354492,169,59,14.369999885559082,166.6999969482422,94,7.5,9.199999809265137,2,2.4800000190734863
RI,65,415,385-9744,no,no,0,111,51,18.8700008392334,219.8000030517578,84,18.68000030517578,202,89,9.09000015258789,4.400000095367432,14,1.190000057220459
WI,80,415,398-5006,no,no,0,239.89999389648438,121,40.779998779296875,142.3000030517578,51,12.100000381469727,364.29998779296875,106,16.389999389648438,9.300000190734863,5,2.509999990463257
KY,60,408,334-2729,no,no,0,135.39999389648438,134,23.020000457763672,205.89999389648438,85,17.5,204,103,9.180000305175781,7.900000095367432,4,2.130000114440918
NC,43,415,334-7685,no,no,0,84.19999694824219,134,14.3100004196167,80.80000305175781,103,6.869999885559082,196.10000610351562,79,8.819999694824219,10.800000190734863,2,2.9200000762939453
NV,143,415,350-9228,no,no,0,209.10000610351562,127,35.54999923706055,106.0999984741211,80,9.020000457763672,179.60000610351562,90,8.079999923706055,14,6,3.7799999713897705
ME,205,510,413-4039,no,yes,24,175.8000030517578,139,29.889999389648438,155,98,13.180000305175781,180.6999969482422,64,8.130000114440918,7.800000190734863,5,2.109999895095825
HI,24,415,343-2077,no,no,0,241.89999389648438,104,41.119998931884766,145.1999969482422,112,12.34000015258789,214.5,105,9.649999618530273,6.599999904632568,5,1.7799999713897705
WV,77,510,355-4143,no,no,0,67.69999694824219,68,11.510000228881836,195.6999969482422,86,16.6299991607666,236.5,137,10.640000343322754,12,2,3.240000009536743
OK,74,415,366-5918,no,no,0,200.39999389648438,87,34.06999969482422,309.20001220703125,105,26.280000686645508,152.10000610351562,118,6.840000152587891,10,2,2.700000047683716
KY,74,510,368-7555,yes,no,0,125.80000305175781,103,21.389999389648438,207.6999969482422,96,17.649999618530273,207.39999389648438,143,9.329999923706055,14.100000381469727,4,3.809999942779541
AL,200,408,408-2119,no,no,0,128.1999969482422,87,21.790000915527344,133.1999969482422,105,11.319999694824219,177.60000610351562,123,7.989999771118164,11.199999809265137,2,3.0199999809265137
MD,86,408,329-2789,no,no,0,226.3000030517578,88,38.470001220703125,223,107,18.959999084472656,255.60000610351562,92,11.5,13,3,3.509999990463257
NE,91,510,334-1508,no,yes,37,162.3000030517578,107,27.59000015258789,233.89999389648438,115,19.8799991607666,277.3999938964844,94,12.479999542236328,9.199999809265137,4,2.4800000190734863
OH,56,408,349-2654,no,no,0,91.0999984741211,90,15.489999771118164,179.3000030517578,115,15.239999771118164,300.70001220703125,89,13.529999732971191,11.899999618530273,8,3.2100000381469727
DE,117,415,417-2716,no,no,0,168.8000030517578,137,28.700000762939453,241.39999389648438,107,20.520000457763672,204.8000030517578,106,9.220000267028809,15.5,4,4.190000057220459
VT,126,415,403-3229,no,no,0,226.1999969482422,88,38.45000076293945,140.3000030517578,114,11.930000305175781,208.89999389648438,110,9.399999618530273,6.400000095367432,2,1.7300000190734863
NV,81,415,399-9802,no,yes,28,167.89999389648438,147,28.540000915527344,190.6999969482422,105,16.209999084472656,193,103,8.6899995803833,9.199999809265137,6,2.4800000190734863
MN,150,415,393-6376,no,yes,28,174.39999389648438,75,29.649999618530273,169.89999389648438,80,14.4399995803833,201.60000610351562,130,9.069999694824219,11,4,2.9700000286102295
ID,99,408,354-7025,no,no,0,159.6999969482422,83,27.149999618530273,155.39999389648438,121,13.210000038146973,255.6999969482422,114,11.510000228881836,8.399999618530273,3,2.2699999809265137
AK,132,415,345-9153,no,yes,39,175.6999969482422,93,29.8700008392334,187.1999969482422,94,15.90999984741211,225.5,118,10.149999618530273,8.600000381469727,3,2.319999933242798
MS,114,415,389-6790,no,yes,34,154.39999389648438,109,26.25,221.39999389648438,142,18.81999969482422,208.5,103,9.380000114440918,10.300000190734863,5,2.7799999713897705
NV,144,415,375-8238,yes,no,0,150,69,25.5,285.8999938964844,73,24.299999237060547,190.60000610351562,121,8.579999923706055,9.399999618530273,15,2.5399999618530273
AL,91,510,378-5633,no,yes,23,232.39999389648438,97,39.5099983215332,186,88,15.8100004196167,190.5,128,8.569999694824219,12.300000190734863,3,3.319999933242798
MA,97,408,402-2728,no,no,0,217.60000610351562,81,36.9900016784668,320.5,51,27.239999771118164,150.6999969482422,110,6.78000020980835,4.199999809265137,3,1.1299999952316284
NJ,107,415,354-9062,no,no,0,212.10000610351562,95,36.060001373291016,150.10000610351562,88,12.760000228881836,219.8000030517578,111,9.890000343322754,7.699999809265137,2,2.0799999237060547
MO,142,415,417-2054,no,yes,30,154,75,26.18000030517578,165.8000030517578,97,14.09000015258789,270,83,12.149999618530273,10.800000190734863,5,2.9200000762939453
NY,9,408,353-1941,no,yes,31,193.8000030517578,130,32.95000076293945,202.60000610351562,98,17.219999313354492,191.1999969482422,102,8.600000381469727,13.300000190734863,2,3.5899999141693115
AZ,73,415,328-1522,no,no,0,175.39999389648438,130,29.81999969482422,248.10000610351562,105,21.09000015258789,122.4000015258789,85,5.510000228881836,12.199999809265137,4,3.2899999618530273
WV,43,408,417-5320,no,no,0,230.1999969482422,147,39.130001068115234,186.6999969482422,121,15.869999885559082,128.39999389648438,100,5.78000020980835,9.199999809265137,3,2.4800000190734863
NM,122,408,370-9755,no,yes,33,174.89999389648438,103,29.729999542236328,248.1999969482422,105,21.100000381469727,164.60000610351562,116,7.409999847412109,13.5,3,3.6500000953674316
SC,93,415,372-4835,no,no,0,190.1999969482422,68,32.33000183105469,262.20001220703125,64,22.290000915527344,130,92,5.849999904632568,8.800000190734863,4,2.380000114440918
TN,59,415,399-5564,no,no,0,160.89999389648438,95,27.350000381469727,251.1999969482422,65,21.350000381469727,273.3999938964844,97,12.300000190734863,5,5,1.350000023841858
LA,87,415,392-2887,no,no,0,228.6999969482422,90,38.880001068115234,163,99,13.859999656677246,154.10000610351562,90,6.929999828338623,11.800000190734863,3,3.190000057220459
OR,21,510,383-5976,no,yes,31,135.89999389648438,90,23.100000381469727,271,84,23.040000915527344,179.10000610351562,89,8.0600004196167,9.5,7,2.569999933242798
DE,129,510,332-6181,no,no,0,334.29998779296875,118,56.83000183105469,192.10000610351562,104,16.329999923706055,191,83,8.59000015258789,10.399999618530273,6,2.809999942779541
KY,104,415,330-5255,no,no,0,130.5,77,22.190000534057617,131.1999969482422,117,11.149999618530273,264.70001220703125,63,11.90999984741211,13,6,3.509999990463257
VT,63,415,394-7447,no,no,0,278,102,47.2599983215332,266.3999938964844,114,22.639999389648438,224.10000610351562,118,10.079999923706055,13.100000381469727,4,3.5399999618530273
OR,161,415,353-7096,no,no,0,105.4000015258789,70,17.920000076293945,214.8000030517578,122,18.260000228881836,223.60000610351562,126,10.0600004196167,7.800000190734863,5,2.109999895095825
TX,50,510,395-6002,no,no,0,188.89999389648438,94,32.11000061035156,203.89999389648438,104,17.329999923706055,151.8000030517578,124,6.829999923706055,11.600000381469727,8,3.130000114440918
ND,84,415,400-7253,no,yes,33,159.10000610351562,106,27.049999237060547,149.8000030517578,101,12.729999542236328,213.39999389648438,108,9.600000381469727,13,18,3.509999990463257
NV,77,415,378-8572,no,no,0,142.3000030517578,112,24.190000534057617,306.29998779296875,111,26.040000915527344,196.5,82,8.84000015258789,9.899999618530273,1,2.6700000762939453
NY,64,415,345-9140,yes,no,0,346.79998779296875,55,58.959999084472656,249.5,79,21.209999084472656,275.3999938964844,102,12.390000343322754,13.300000190734863,9,3.5899999141693115
FL,159,415,340-5460,no,yes,15,113.9000015258789,102,19.360000610351562,145.3000030517578,146,12.350000381469727,195.1999969482422,137,8.779999732971191,11.800000190734863,9,3.190000057220459
KS,110,415,369-8024,yes,yes,27,267.8999938964844,103,45.540000915527344,263.29998779296875,74,22.3799991607666,178.10000610351562,106,8.010000228881836,8.300000190734863,2,2.240000009536743
NV,138,510,395-8595,no,no,0,171.39999389648438,117,29.139999389648438,115.19999694824219,128,9.789999961853027,224.5,115,10.100000381469727,17,4,4.590000152587891
NV,178,408,359-4587,no,no,0,275.3999938964844,150,46.81999969482422,187.5,62,15.9399995803833,147.10000610351562,126,6.619999885559082,13.600000381469727,3,3.6700000762939453
SC,38,415,375-5439,no,yes,31,197.1999969482422,118,33.52000045776367,249.89999389648438,70,21.239999771118164,298.8999938964844,104,13.449999809265137,3.9000000953674316,2,1.0499999523162842
MI,45,510,375-8934,no,yes,26,91.69999694824219,104,15.59000015258789,150.60000610351562,119,12.800000190734863,63.29999923706055,103,2.8499999046325684,7.699999809265137,5,2.0799999237060547
NY,147,510,421-7205,no,yes,33,251.5,107,42.7599983215332,234.10000610351562,110,19.899999618530273,213.39999389648438,87,9.600000381469727,10.399999618530273,6,2.809999942779541
NV,94,510,379-8805,no,no,0,190.60000610351562,108,32.400001525878906,152.3000030517578,95,12.949999809265137,144.6999969482422,97,6.510000228881836,7.5,5,2.0299999713897705
ND,59,510,351-4226,no,no,0,179.39999389648438,80,30.5,232.5,99,19.760000228881836,175.8000030517578,105,7.909999847412109,14.699999809265137,3,3.9700000286102295
NC,165,415,330-6630,no,no,0,207.6999969482422,109,35.310001373291016,164.8000030517578,94,14.010000228881836,54.5,91,2.450000047683716,7.900000095367432,3,2.130000114440918
MI,133,408,387-9137,no,no,0,277.29998779296875,138,47.13999938964844,228.39999389648438,117,19.40999984741211,117.30000305175781,103,5.28000020980835,12.800000190734863,4,3.4600000381469727
TN,140,415,372-3987,no,no,0,125.30000305175781,84,21.299999237060547,167.60000610351562,121,14.25,260.6000061035156,94,11.729999542236328,8.399999618530273,4,2.2699999809265137
VT,93,408,408-5183,no,yes,32,138.10000610351562,91,23.479999542236328,167.3000030517578,72,14.220000267028809,238.89999389648438,115,10.75,6.800000190734863,3,1.840000033378601
OK,52,510,412-9357,no,yes,38,169.3000030517578,88,28.780000686645508,225.89999389648438,97,19.200000762939453,172,86,7.739999771118164,8.199999809265137,3,2.2100000381469727
ND,12,510,379-5211,yes,no,0,216.6999969482422,117,36.84000015258789,116.5,126,9.899999618530273,220,110,9.899999618530273,9.800000190734863,4,2.6500000953674316
OR,48,415,405-9217,no,no,0,190.39999389648438,92,32.369998931884766,317.5,85,26.989999771118164,133.39999389648438,113,6,8.300000190734863,4,2.240000009536743
FL,155,415,343-4772,no,no,0,181.39999389648438,111,30.84000015258789,167.6999969482422,92,14.25,168.5,122,7.579999923706055,11.300000190734863,3,3.049999952316284
ND,105,510,345-2108,no,no,0,246.39999389648438,83,41.88999938964844,256.20001220703125,101,21.780000686645508,169,151,7.610000133514404,3.799999952316284,4,1.0299999713897705
NY,104,415,338-3781,no,no,0,156.1999969482422,93,26.549999237060547,193,54,16.40999984741211,222.6999969482422,94,10.020000457763672,13.100000381469727,5,3.5399999618530273
AL,122,415,336-5920,no,no,0,232.5,96,39.529998779296875,205.5,120,17.469999313354492,213.6999969482422,91,9.619999885559082,11.899999618530273,2,3.2100000381469727
SC,41,415,332-1060,no,no,0,143.60000610351562,117,24.40999984741211,152.39999389648438,108,12.949999809265137,194.39999389648438,110,8.75,8.600000381469727,3,2.319999933242798
GA,132,415,418-3426,no,no,0,176.6999969482422,132,30.040000915527344,244.10000610351562,80,20.75,176.3000030517578,120,7.929999828338623,9.100000381469727,4,2.4600000381469727
WY,76,415,408-6326,no,no,0,263.3999938964844,148,44.779998779296875,230.3000030517578,69,19.579999923706055,170.60000610351562,101,7.679999828338623,11.399999618530273,5,3.0799999237060547
WV,13,415,334-6142,no,no,0,146.39999389648438,74,24.889999389648438,148.5,92,12.619999885559082,216.6999969482422,96,9.75,11.300000190734863,3,3.049999952316284
HI,115,415,336-6128,no,yes,33,145,72,24.649999618530273,194.5,157,16.530000686645508,242.3000030517578,138,10.899999618530273,14.199999809265137,3,3.8299999237060547
WV,67,408,406-6708,no,no,0,167.8000030517578,91,28.530000686645508,167.6999969482422,69,14.25,110.30000305175781,71,4.960000038146973,8.399999618530273,12,2.2699999809265137
LA,154,510,388-8670,no,no,0,166.89999389648438,99,28.3700008392334,154.89999389648438,97,13.170000076293945,189.39999389648438,89,8.520000457763672,7.199999809265137,5,1.940000057220459
